GOterm	NCBITaxon:10090	NCBITaxon:33090	NCBITaxon:3702	NCBITaxon:40674
GO:0106134	1	1	1	1
GO:0106135	1	1	1	1
GO:0106136	1	1	1	1
GO:0106137	1	1	1	1
GO:0106138	1	1	1	1
GO:0106139	1	1	1	1
GO:0106140	1	1	1	1
GO:0106141	1	1	1	1
GO:0106142	1	1	1	1
GO:0106143	1	1	1	1
GO:0106144	1	1	1	1
GO:0106145	1	1	1	1
GO:0106146	1	1	1	1
GO:0106147	1	1	1	1
GO:0106148	1	1	1	1
GO:0106149	1	1	1	1
GO:0106150	1	1	1	1
GO:0106151	1	1	1	1
GO:0106153	1	1	1	1
GO:0106154	0	1	1	0
GO:0110001	0	0	0	0
GO:0110002	1	1	1	1
GO:0110003	1	1	1	1
GO:0110004	1	1	1	1
GO:0110005	1	1	1	1
GO:0110008	1	1	1	1
GO:0110009	1	1	1	1
GO:0110010	1	1	1	1
GO:0110011	1	1	1	1
GO:0110012	1	1	1	1
GO:0110013	1	1	1	1
GO:0110014	1	1	1	1
GO:0110015	1	1	1	1
GO:0110016	1	1	1	1
GO:0110017	1	1	1	1
GO:0110018	1	1	1	1
GO:0110019	1	1	1	1
GO:0110020	1	1	1	1
GO:0110021	1	1	1	1
GO:0110022	1	1	1	1
GO:0110023	1	1	1	1
GO:0110024	1	1	1	1
GO:0110025	1	1	1	1
GO:0110026	1	1	1	1
GO:0110027	1	1	1	1
GO:0110028	1	1	1	1
GO:0110029	1	1	1	1
GO:0110030	1	1	1	1
GO:0110031	1	1	1	1
GO:0110032	1	1	1	1
GO:0110033	1	1	1	1
GO:0110034	1	1	1	1
GO:0110035	1	1	1	1
GO:0110036	1	1	1	1
GO:0110037	1	1	1	1
GO:0110038	1	1	1	1
GO:0110039	1	1	1	1
GO:0110040	1	0	0	1
GO:0110041	1	1	1	1
GO:0110042	1	1	1	1
GO:0110043	1	1	1	1
GO:0110044	1	1	1	1
GO:0110045	1	1	1	1
GO:0110046	1	1	1	1
GO:0110050	1	1	1	1
GO:0110051	1	1	1	1
GO:0110052	1	1	1	1
GO:0110053	1	1	1	1
GO:0110054	1	1	1	1
GO:0110055	1	1	1	1
GO:0110056	1	1	1	1
GO:0110057	1	1	1	1
GO:0110058	1	1	1	1
GO:0110059	1	1	1	1
GO:0110061	1	1	1	1
GO:0110062	1	1	1	1
GO:0110063	1	1	1	1
GO:0110064	1	1	1	1
GO:0110065	1	1	1	1
GO:0110066	1	1	1	1
GO:0110067	1	1	1	1
GO:0110068	1	1	1	1
GO:0110069	1	1	1	1
GO:0110070	1	1	1	1
GO:0110071	1	1	1	1
GO:0110072	0	0	0	0
GO:0110073	1	1	1	1
GO:0110074	1	1	1	1
GO:0110075	1	1	1	1
GO:0110076	1	1	1	1
GO:0110077	1	1	1	1
GO:0110078	1	1	1	1
GO:0110079	1	1	1	1
GO:0110080	1	1	1	1
GO:0110081	1	1	1	1
GO:0110082	1	1	1	1
GO:0110083	1	1	1	1
GO:0110084	1	1	1	1
GO:0110085	1	1	1	1
GO:0110086	1	1	1	1
GO:0110087	1	1	1	1
GO:0110088	1	0	0	1
GO:0110089	1	1	1	1
GO:0110090	1	1	1	1
GO:0110091	1	1	1	1
GO:0110092	1	1	1	1
GO:0110093	1	1	1	1
GO:0110094	1	1	1	1
GO:0110095	1	1	1	1
GO:0110096	1	1	1	1
GO:0110097	1	1	1	1
GO:0110098	1	1	1	1
GO:0110099	1	1	1	1
GO:0110100	0	0	0	0
GO:0110101	1	1	1	1
GO:0110102	0	1	1	0
GO:0110103	1	1	1	1
GO:0110104	1	1	1	1
GO:0110105	1	1	1	1
GO:0110107	1	1	1	1
GO:0110108	1	1	1	1
GO:0110109	1	1	1	1
GO:0110110	1	1	1	1
GO:0110111	1	1	1	1
GO:0110112	1	1	1	1
GO:0110113	1	1	1	1
GO:0110114	1	1	1	1
GO:0110115	1	1	1	1
GO:0110116	1	0	0	1
GO:0110117	1	0	0	1
GO:0110118	1	0	0	1
GO:0110119	1	1	1	1
GO:0110120	1	1	1	1
GO:0110121	1	1	1	1
GO:0110122	1	1	1	1
GO:0110123	1	1	1	1
GO:0110124	1	1	1	1
GO:0110125	1	1	1	1
GO:0110126	1	1	1	1
GO:0110127	1	1	1	1
GO:0110128	1	1	1	1
GO:0110129	1	1	1	1
GO:0110130	1	1	1	1
GO:0110131	0	0	0	0
GO:0120001	1	1	1	1
GO:0120002	1	1	1	1
GO:0120003	1	1	1	1
GO:0120006	1	0	0	1
GO:0120007	1	0	0	1
GO:0120008	1	0	0	1
GO:0120009	1	1	1	1
GO:0120010	1	1	1	1
GO:0120011	1	1	1	1
GO:0120012	1	1	1	1
GO:0120013	1	1	1	1
GO:0120014	1	1	1	1
GO:0120015	1	1	1	1
GO:0120016	1	1	1	1
GO:0120017	1	1	1	1
GO:0120018	1	1	1	1
GO:0120019	1	1	1	1
GO:0120020	1	1	1	1
GO:0120021	1	1	1	1
GO:0120022	1	1	1	1
GO:0120023	1	1	1	1
GO:0120024	1	1	1	1
GO:0120025	1	1	1	1
GO:0120026	1	1	1	1
GO:0120027	1	1	1	1
GO:0120028	1	1	1	1
GO:0120029	1	1	1	1
GO:0120030	1	1	1	1
GO:0120031	1	1	1	1
GO:0120032	1	1	1	1
GO:0120033	1	1	1	1
GO:0120034	1	1	1	1
GO:0120035	1	1	1	1
GO:0120036	1	1	1	1
GO:0120038	1	1	1	1
GO:0120039	1	1	1	1
GO:0120040	1	1	1	1
GO:0120041	1	1	1	1
GO:0120042	1	1	1	1
GO:0120043	1	0	0	1
GO:0120044	1	0	0	1
GO:0120045	1	0	0	1
GO:0120046	1	1	1	1
GO:0120047	1	1	1	1
GO:0120048	1	1	1	1
GO:0120049	1	1	1	1
GO:0120053	1	1	1	1
GO:0120054	1	1	1	1
GO:0120055	1	1	1	1
GO:0120056	1	1	1	1
GO:0120057	1	1	1	1
GO:0120058	1	1	1	1
GO:0120059	1	1	1	1
GO:0120060	1	1	1	1
GO:0120061	1	1	1	1
GO:0120062	1	1	1	1
GO:0120063	1	1	1	1
GO:0120064	1	1	1	1
GO:0120065	1	1	1	1
GO:0120066	1	1	1	1
GO:0120067	1	1	1	1
GO:0120068	1	1	1	1
GO:0120069	1	1	1	1
GO:0120070	1	1	1	1
GO:0120071	1	1	1	1
GO:0120072	1	1	1	1
GO:0120073	1	1	1	1
GO:0120074	1	1	1	1
GO:0120075	1	1	1	1
GO:0120076	1	1	1	1
GO:0120077	1	0	0	1
GO:0120078	1	0	0	1
GO:0120079	1	1	1	1
GO:0120080	1	1	1	1
GO:0120081	1	1	1	1
GO:0120082	1	1	1	1
GO:0120083	1	1	1	1
GO:0120084	1	1	1	1
GO:0120085	1	1	1	1
GO:0120086	1	1	1	1
GO:0120091	1	1	1	1
GO:0120092	1	1	1	1
GO:0120093	1	1	1	1
GO:0120094	1	1	1	1
GO:0120095	1	1	1	1
GO:0120097	1	1	1	1
GO:0120098	1	1	1	1
GO:0120099	1	1	1	1
GO:0120100	0	0	0	0
GO:0120101	0	0	0	0
GO:0120102	0	0	0	0
GO:0120103	1	1	1	1
GO:0120104	1	1	1	1
GO:0120105	1	1	1	1
GO:0120106	1	1	1	1
GO:0120107	0	0	0	0
GO:0120108	1	1	1	1
GO:0120109	1	1	1	1
GO:0120110	1	1	1	1
GO:0120111	1	0	0	1
GO:0120112	1	1	1	1
GO:0120113	1	1	1	1
GO:0120114	1	1	1	1
GO:0120115	1	1	1	1
GO:0120116	1	1	1	1
GO:0120117	1	1	1	1
GO:0120118	0	0	0	0
GO:0120119	0	0	0	0
GO:0120120	0	0	0	0
GO:0120121	0	0	0	0
GO:0120122	1	1	1	1
GO:0120123	1	1	1	1
GO:0120124	1	1	1	1
GO:0120125	1	1	1	1
GO:0120126	1	1	1	1
GO:0120127	1	1	1	1
GO:0120132	1	1	1	1
GO:0120133	1	1	1	1
GO:0120134	1	1	1	1
GO:0120135	1	1	1	1
GO:0120136	1	1	1	1
GO:0120137	1	1	1	1
GO:0120138	1	1	1	1
GO:0120139	1	1	1	1
GO:0120140	1	1	1	1
GO:0120141	1	1	1	1
GO:0120142	1	1	1	1
GO:0120143	1	1	1	1
GO:0120145	1	1	1	1
GO:0120146	1	1	1	1
GO:0120147	1	1	1	1
GO:0120148	1	1	1	1
GO:0120149	1	1	1	1
GO:0120150	1	1	1	1
GO:0120151	1	1	1	1
GO:0120152	1	1	1	1
GO:0120153	1	1	1	1
GO:0120154	1	1	1	1
GO:0120155	1	1	1	1
GO:0120157	1	1	1	1
GO:0120158	1	1	1	1
GO:0120159	1	1	1	1
GO:0120160	1	1	1	1
GO:0120161	1	1	1	1
GO:0120162	1	1	1	1
GO:0120163	1	1	1	1
GO:0120164	0	1	1	0
GO:0120165	0	1	1	0
GO:0120166	0	1	1	0
GO:0120168	1	0	0	1
GO:0120169	1	0	0	1
GO:0120170	1	1	1	1
GO:0120171	1	1	1	1
GO:0120172	1	1	1	1
GO:0120173	1	1	1	1
GO:0120174	1	1	1	1
GO:0120175	1	1	1	1
GO:0120176	1	1	1	1
GO:0120177	1	1	1	1
GO:0120179	1	1	1	1
GO:0120180	1	1	1	1
GO:0120181	1	1	1	1
GO:0120182	1	1	1	1
GO:0120183	1	1	1	1
GO:0120184	1	1	1	1
GO:0120185	1	1	1	1
GO:0120186	1	1	1	1
GO:0120187	1	1	1	1
GO:0120188	1	1	1	1
GO:0120189	1	1	1	1
GO:0120190	1	1	1	1
GO:0120191	1	1	1	1
GO:0120192	1	1	1	1
GO:0120193	1	1	1	1
GO:0140007	1	0	0	1
GO:0140009	1	1	1	1
GO:0140010	1	1	1	1
GO:0140013	1	1	1	1
GO:0140014	1	1	1	1
GO:0140018	1	1	1	1
GO:0140020	1	1	1	1
GO:0140021	1	1	1	1
GO:0140022	0	0	0	0
GO:0140023	1	1	1	1
GO:0140024	1	1	1	1
GO:0140025	1	1	1	1
GO:0140026	1	1	1	1
GO:0140027	1	1	1	1
GO:0140028	1	1	1	1
GO:0140029	1	1	1	1
GO:0140030	1	1	1	1
GO:0140031	1	1	1	1
GO:0140032	1	1	1	1
GO:0140033	1	1	1	1
GO:0140034	1	1	1	1
GO:0140035	1	1	1	1
GO:0140036	1	1	1	1
GO:0140037	1	1	1	1
GO:0140039	1	1	1	1
GO:0140040	1	1	1	1
GO:0140041	1	1	1	1
GO:0140042	1	1	1	1
GO:0140043	1	1	1	1
GO:0140048	1	1	1	1
GO:0140049	1	1	1	1
GO:0140050	1	1	1	1
GO:0140051	1	1	1	1
GO:0140052	1	1	1	1
GO:0140053	1	1	1	1
GO:0140056	1	1	1	1
GO:0140057	1	1	1	1
GO:0140058	1	0	0	1
GO:0140059	1	0	0	1
GO:0140060	1	0	0	1
GO:0140061	1	1	1	1
GO:0140062	1	1	1	1
GO:0140064	1	1	1	1
GO:0140065	1	1	1	1
GO:0140066	1	1	1	1
GO:0140067	1	1	1	1
GO:0140068	1	1	1	1
GO:0140069	1	1	1	1
GO:0140074	1	0	0	1
GO:0140075	1	1	1	1
GO:0140076	1	1	1	1
GO:0140077	1	1	1	1
GO:0140078	1	1	1	1
GO:0140080	1	1	1	1
GO:0140081	1	1	1	1
GO:0140082	1	1	1	1
GO:0140083	1	1	1	1
GO:0140084	1	1	1	1
GO:0140090	1	1	1	1
GO:0140091	1	1	1	1
GO:0140092	1	0	0	1
GO:0140093	1	1	1	1
GO:0140096	1	1	1	1
GO:0140097	1	1	1	1
GO:0140098	1	1	1	1
GO:0140101	1	1	1	1
GO:0140102	1	1	1	1
GO:0140103	1	1	1	1
GO:0140104	1	1	1	1
GO:0140105	1	1	1	1
GO:0140107	1	1	1	1
GO:0140108	1	1	1	1
GO:0140110	1	1	1	1
GO:0140111	1	1	1	1
GO:0140112	1	1	1	1
GO:0140113	1	1	1	1
GO:0140114	1	1	1	1
GO:0140115	1	1	1	1
GO:0140116	1	1	1	1
GO:0140121	1	0	0	1
GO:0140122	1	1	1	1
GO:0140123	1	1	1	1
GO:0140124	1	1	1	1
GO:0140125	1	1	1	1
GO:0140131	1	1	1	1
GO:0140132	1	1	1	1
GO:0140133	1	1	1	1
GO:0140135	1	1	1	1
GO:0140140	1	1	1	1
GO:0140141	1	1	1	1
GO:0140142	1	1	1	1
GO:0140145	1	1	1	1
GO:0140146	1	1	1	1
GO:0140147	1	1	1	1
GO:0140157	1	1	1	1
GO:0140159	1	1	1	1
GO:0140161	1	1	1	1
GO:0140164	1	1	1	1
GO:0140192	1	1	1	1
GO:0140193	1	1	1	1
GO:0140194	1	1	1	1
GO:0140195	1	1	1	1
GO:0140196	1	1	1	1
GO:0140199	1	1	1	1
GO:0140200	1	1	1	1
GO:0140201	1	1	1	1
GO:0140202	1	1	1	1
GO:0140203	1	1	1	1
GO:0140204	1	1	1	1
GO:0140205	1	1	1	1
GO:0140206	1	1	1	1
GO:0140207	1	1	1	1
GO:0140208	1	0	0	1
GO:0140209	1	1	1	1
GO:0140210	1	1	1	1
GO:0140211	1	1	1	1
GO:0140212	1	1	1	1
GO:0140213	1	1	1	1
GO:0140214	1	1	1	1
GO:0140215	1	1	1	1
GO:0140216	1	1	1	1
GO:0140217	1	1	1	1
GO:0140220	1	1	1	1
GO:0140221	1	1	1	1
GO:0140222	1	1	1	1
GO:0140223	1	1	1	1
GO:0140224	1	1	1	1
GO:0140225	1	1	1	1
GO:0140226	1	1	1	1
GO:0140227	1	1	1	1
GO:0140231	1	1	1	1
GO:0140232	1	1	1	1
GO:0140233	1	1	1	1
GO:0140235	1	1	1	1
GO:0140236	1	1	1	1
GO:0140237	1	1	1	1
GO:0140238	1	1	1	1
GO:0140239	1	1	1	1
GO:0140240	1	0	0	1
GO:0140241	1	1	1	1
GO:0140242	1	1	1	1
GO:0140243	1	1	1	1
GO:0140244	1	1	1	1
GO:0140245	1	1	1	1
GO:0140246	1	1	1	1
GO:0140247	1	1	1	1
GO:0140249	1	1	1	1
GO:0140250	1	1	1	1
GO:0140251	1	1	1	1
GO:0140252	1	1	1	1
GO:0140253	1	1	1	1
GO:0140255	1	1	1	1
GO:0140256	1	1	1	1
GO:0140259	1	1	1	1
GO:0140260	1	1	1	1
GO:0140261	1	1	1	1
GO:0140262	1	1	1	1
GO:0140266	0	0	0	0
GO:0140267	1	1	1	1
GO:0140268	1	1	1	1
GO:0140270	1	1	1	1
GO:0140271	1	1	1	1
GO:0140272	1	1	1	1
GO:0140273	1	1	1	1
GO:0140274	1	1	1	1
GO:0140278	1	1	1	1
GO:0140279	1	1	1	1
GO:0140280	1	1	1	1
GO:0140281	1	1	1	1
GO:0140282	1	1	1	1
GO:0150001	1	0	0	1
GO:0150002	1	0	0	1
GO:0150003	1	1	1	1
GO:0150004	1	0	0	1
GO:0150005	1	1	1	1
GO:0150006	1	1	1	1
GO:0150007	1	1	1	1
GO:0150008	1	1	1	1
GO:0150011	1	0	0	1
GO:0150012	1	0	0	1
GO:0150013	1	0	0	1
GO:0150014	1	0	0	1
GO:0150015	1	0	0	1
GO:0150016	1	0	0	1
GO:0150017	1	0	0	1
GO:0150018	1	0	0	1
GO:0150019	1	0	0	1
GO:0150020	1	0	0	1
GO:0150021	1	0	0	1
GO:0150022	1	0	0	1
GO:0150023	1	0	0	1
GO:0150024	1	1	1	1
GO:0150025	1	1	1	1
GO:0150031	1	1	1	1
GO:0150032	1	1	1	1
GO:0150033	1	1	1	1
GO:0150034	1	0	0	1
GO:0150035	1	1	1	1
GO:0150036	1	1	1	1
GO:0150037	1	1	1	1
GO:0150038	1	1	1	1
GO:0150043	1	1	1	1
GO:0150044	1	1	1	1
GO:0150045	1	1	1	1
GO:0150047	1	1	1	1
GO:0150048	1	0	0	1
GO:0150050	1	0	0	1
GO:0150051	1	0	0	1
GO:0150052	1	1	1	1
GO:0150053	1	0	0	1
GO:0150054	1	1	1	1
GO:0150056	1	1	1	1
GO:0150057	1	1	1	1
GO:0150058	1	1	1	1
GO:0150059	1	1	1	1
GO:0150060	1	1	1	1
GO:0150061	1	1	1	1
GO:0150062	1	1	1	1
GO:0150063	1	0	0	1
GO:0150064	1	0	0	1
GO:0150065	1	1	1	1
GO:0150066	1	1	1	1
GO:0150067	1	1	1	1
GO:0150068	1	1	1	1
GO:0150069	1	1	1	1
GO:0150070	1	1	1	1
GO:0150071	1	1	1	1
GO:0150072	1	1	1	1
GO:0150073	1	1	1	1
GO:0150074	1	1	1	1
GO:0150075	1	1	1	1
GO:0150076	1	0	0	1
GO:0150077	1	0	0	1
GO:0150078	1	0	0	1
GO:0150079	1	0	0	1
GO:0150086	1	0	0	1
GO:0150087	1	0	0	1
GO:0150088	1	0	0	1
GO:0150089	1	1	1	1
GO:0150090	1	1	1	1
GO:0150091	1	1	1	1
GO:0150092	1	1	1	1
GO:0150093	1	1	1	1
GO:0150094	1	1	1	1
GO:0198738	1	1	1	1
GO:1900000	1	1	1	1
GO:1900001	1	1	1	1
GO:1900002	1	1	1	1
GO:1900003	1	1	1	1
GO:1900004	1	1	1	1
GO:1900005	1	1	1	1
GO:1900006	1	0	0	1
GO:1900007	1	1	1	1
GO:1900008	1	1	1	1
GO:1900009	1	1	1	1
GO:1900010	1	1	1	1
GO:1900011	1	1	1	1
GO:1900012	1	1	1	1
GO:1900015	1	1	1	1
GO:1900016	1	1	1	1
GO:1900017	1	1	1	1
GO:1900018	1	1	1	1
GO:1900019	1	1	1	1
GO:1900020	1	1	1	1
GO:1900022	1	1	1	1
GO:1900023	1	1	1	1
GO:1900024	1	1	1	1
GO:1900025	1	1	1	1
GO:1900026	1	1	1	1
GO:1900027	1	1	1	1
GO:1900028	1	1	1	1
GO:1900029	1	1	1	1
GO:1900030	1	1	1	1
GO:1900032	1	1	1	1
GO:1900033	1	1	1	1
GO:1900034	1	1	1	1
GO:1900035	1	1	1	1
GO:1900036	1	1	1	1
GO:1900037	1	1	1	1
GO:1900038	1	1	1	1
GO:1900039	1	1	1	1
GO:1900040	1	1	1	1
GO:1900041	1	1	1	1
GO:1900042	1	1	1	1
GO:1900044	1	1	1	1
GO:1900045	1	1	1	1
GO:1900046	1	1	1	1
GO:1900047	1	1	1	1
GO:1900048	1	1	1	1
GO:1900049	1	1	1	1
GO:1900050	1	1	1	1
GO:1900051	1	1	1	1
GO:1900052	1	1	1	1
GO:1900053	1	1	1	1
GO:1900054	1	1	1	1
GO:1900055	1	1	1	1
GO:1900056	1	1	1	1
GO:1900057	1	1	1	1
GO:1900058	1	1	1	1
GO:1900059	1	1	1	1
GO:1900060	1	1	1	1
GO:1900062	1	1	1	1
GO:1900063	1	1	1	1
GO:1900064	1	1	1	1
GO:1900065	1	1	1	1
GO:1900066	1	1	1	1
GO:1900067	1	1	1	1
GO:1900068	1	1	1	1
GO:1900069	1	1	1	1
GO:1900070	1	1	1	1
GO:1900071	1	1	1	1
GO:1900072	1	1	1	1
GO:1900073	1	1	1	1
GO:1900074	1	1	1	1
GO:1900075	1	1	1	1
GO:1900076	1	1	1	1
GO:1900077	1	1	1	1
GO:1900078	1	1	1	1
GO:1900079	1	1	1	1
GO:1900080	1	1	1	1
GO:1900081	1	1	1	1
GO:1900082	1	1	1	1
GO:1900084	1	1	1	1
GO:1900085	1	1	1	1
GO:1900086	1	1	1	1
GO:1900087	1	1	1	1
GO:1900088	1	1	1	1
GO:1900089	1	1	1	1
GO:1900090	1	1	1	1
GO:1900091	1	1	1	1
GO:1900092	1	1	1	1
GO:1900093	1	1	1	1
GO:1900094	1	1	1	1
GO:1900095	1	1	1	1
GO:1900096	1	1	1	1
GO:1900097	1	1	1	1
GO:1900098	1	1	1	1
GO:1900099	1	1	1	1
GO:1900100	1	1	1	1
GO:1900101	1	1	1	1
GO:1900102	1	1	1	1
GO:1900103	1	1	1	1
GO:1900104	1	1	1	1
GO:1900105	1	1	1	1
GO:1900106	1	1	1	1
GO:1900107	1	1	1	1
GO:1900108	1	1	1	1
GO:1900109	1	1	1	1
GO:1900110	1	1	1	1
GO:1900111	1	1	1	1
GO:1900112	1	1	1	1
GO:1900113	1	1	1	1
GO:1900114	1	1	1	1
GO:1900115	1	1	1	1
GO:1900116	1	1	1	1
GO:1900117	1	1	1	1
GO:1900118	1	1	1	1
GO:1900119	1	1	1	1
GO:1900120	1	1	1	1
GO:1900121	1	1	1	1
GO:1900122	1	1	1	1
GO:1900123	1	1	1	1
GO:1900124	1	1	1	1
GO:1900125	1	1	1	1
GO:1900126	1	1	1	1
GO:1900127	1	1	1	1
GO:1900128	1	1	1	1
GO:1900129	1	1	1	1
GO:1900130	1	1	1	1
GO:1900131	1	1	1	1
GO:1900132	1	1	1	1
GO:1900133	1	1	1	1
GO:1900134	1	1	1	1
GO:1900135	1	1	1	1
GO:1900136	1	1	1	1
GO:1900137	1	1	1	1
GO:1900138	1	1	1	1
GO:1900139	1	1	1	1
GO:1900140	1	1	1	1
GO:1900141	1	1	1	1
GO:1900142	1	1	1	1
GO:1900143	1	1	1	1
GO:1900144	1	1	1	1
GO:1900145	1	1	1	1
GO:1900146	1	1	1	1
GO:1900147	1	0	0	1
GO:1900148	1	0	0	1
GO:1900149	1	0	0	1
GO:1900150	1	1	1	1
GO:1900151	1	1	1	1
GO:1900152	1	1	1	1
GO:1900153	1	1	1	1
GO:1900154	1	1	1	1
GO:1900155	1	1	1	1
GO:1900156	1	1	1	1
GO:1900157	1	1	1	1
GO:1900158	1	1	1	1
GO:1900159	1	1	1	1
GO:1900160	1	1	1	1
GO:1900161	1	1	1	1
GO:1900162	1	1	1	1
GO:1900163	1	1	1	1
GO:1900164	1	0	0	1
GO:1900165	1	1	1	1
GO:1900166	1	1	1	1
GO:1900167	1	1	1	1
GO:1900168	1	1	1	1
GO:1900169	1	1	1	1
GO:1900170	1	1	1	1
GO:1900171	1	1	1	1
GO:1900175	1	1	1	1
GO:1900176	1	1	1	1
GO:1900177	1	1	1	1
GO:1900178	1	1	1	1
GO:1900179	1	1	1	1
GO:1900180	1	1	1	1
GO:1900181	1	1	1	1
GO:1900182	1	1	1	1
GO:1900183	1	1	1	1
GO:1900184	1	1	1	1
GO:1900185	1	1	1	1
GO:1900186	1	1	1	1
GO:1900187	1	1	1	1
GO:1900188	1	1	1	1
GO:1900189	1	1	1	1
GO:1900190	1	1	1	1
GO:1900191	1	1	1	1
GO:1900192	1	1	1	1
GO:1900193	1	1	1	1
GO:1900194	1	1	1	1
GO:1900195	1	1	1	1
GO:1900196	1	1	1	1
GO:1900197	1	1	1	1
GO:1900198	1	1	1	1
GO:1900199	1	1	1	1
GO:1900200	1	0	0	1
GO:1900204	1	0	0	1
GO:1900205	1	0	0	1
GO:1900206	1	1	1	1
GO:1900207	1	1	1	1
GO:1900208	1	1	1	1
GO:1900209	1	1	1	1
GO:1900210	1	1	1	1
GO:1900211	1	1	1	1
GO:1900212	1	1	1	1
GO:1900213	1	1	1	1
GO:1900214	1	1	1	1
GO:1900215	1	1	1	1
GO:1900216	1	1	1	1
GO:1900217	1	1	1	1
GO:1900218	1	1	1	1
GO:1900219	1	1	1	1
GO:1900220	1	0	0	1
GO:1900221	1	1	1	1
GO:1900222	1	1	1	1
GO:1900223	1	1	1	1
GO:1900224	1	1	1	1
GO:1900225	1	1	1	1
GO:1900226	1	1	1	1
GO:1900227	1	1	1	1
GO:1900228	1	1	1	1
GO:1900229	1	1	1	1
GO:1900230	1	1	1	1
GO:1900231	1	1	1	1
GO:1900232	1	1	1	1
GO:1900233	1	1	1	1
GO:1900234	1	1	1	1
GO:1900235	1	1	1	1
GO:1900236	1	1	1	1
GO:1900237	1	1	1	1
GO:1900238	1	1	1	1
GO:1900239	1	1	1	1
GO:1900240	1	1	1	1
GO:1900241	1	1	1	1
GO:1900242	1	1	1	1
GO:1900243	1	1	1	1
GO:1900244	1	1	1	1
GO:1900245	1	1	1	1
GO:1900246	1	1	1	1
GO:1900247	1	1	1	1
GO:1900248	1	1	1	1
GO:1900249	1	1	1	1
GO:1900256	1	1	1	1
GO:1900257	1	1	1	1
GO:1900258	1	1	1	1
GO:1900259	1	1	1	1
GO:1900260	1	1	1	1
GO:1900261	1	1	1	1
GO:1900262	1	1	1	1
GO:1900263	1	1	1	1
GO:1900264	1	1	1	1
GO:1900265	1	1	1	1
GO:1900266	1	1	1	1
GO:1900267	1	1	1	1
GO:1900268	1	1	1	1
GO:1900269	1	1	1	1
GO:1900270	1	1	1	1
GO:1900271	1	1	1	1
GO:1900272	1	1	1	1
GO:1900273	1	1	1	1
GO:1900274	1	1	1	1
GO:1900275	1	1	1	1
GO:1900276	1	1	1	1
GO:1900277	1	1	1	1
GO:1900278	1	1	1	1
GO:1900279	1	1	1	1
GO:1900280	1	1	1	1
GO:1900281	1	1	1	1
GO:1900282	1	1	1	1
GO:1900283	1	1	1	1
GO:1900284	1	1	1	1
GO:1900285	1	1	1	1
GO:1900286	1	1	1	1
GO:1900287	1	1	1	1
GO:1900288	1	1	1	1
GO:1900289	1	1	1	1
GO:1900290	1	1	1	1
GO:1900291	1	1	1	1
GO:1900292	1	1	1	1
GO:1900293	1	1	1	1
GO:1900294	1	1	1	1
GO:1900295	1	1	1	1
GO:1900296	1	1	1	1
GO:1900297	1	1	1	1
GO:1900298	1	1	1	1
GO:1900299	1	1	1	1
GO:1900300	1	1	1	1
GO:1900301	1	1	1	1
GO:1900302	1	1	1	1
GO:1900303	1	1	1	1
GO:1900304	1	1	1	1
GO:1900305	1	1	1	1
GO:1900306	1	1	1	1
GO:1900307	1	1	1	1
GO:1900308	1	1	1	1
GO:1900309	1	1	1	1
GO:1900310	1	1	1	1
GO:1900311	1	1	1	1
GO:1900312	1	1	1	1
GO:1900313	1	1	1	1
GO:1900314	1	1	1	1
GO:1900315	1	1	1	1
GO:1900316	1	1	1	1
GO:1900317	1	1	1	1
GO:1900318	1	1	1	1
GO:1900319	1	1	1	1
GO:1900320	1	1	1	1
GO:1900321	1	1	1	1
GO:1900322	1	1	1	1
GO:1900323	1	1	1	1
GO:1900324	1	1	1	1
GO:1900325	1	1	1	1
GO:1900326	1	1	1	1
GO:1900327	1	1	1	1
GO:1900328	1	1	1	1
GO:1900329	1	1	1	1
GO:1900330	1	1	1	1
GO:1900331	1	1	1	1
GO:1900332	1	1	1	1
GO:1900333	1	1	1	1
GO:1900334	1	1	1	1
GO:1900335	1	1	1	1
GO:1900336	1	1	1	1
GO:1900337	1	1	1	1
GO:1900338	1	1	1	1
GO:1900339	1	1	1	1
GO:1900340	1	1	1	1
GO:1900341	1	1	1	1
GO:1900342	1	1	1	1
GO:1900343	1	1	1	1
GO:1900344	1	1	1	1
GO:1900345	1	1	1	1
GO:1900346	1	1	1	1
GO:1900347	1	1	1	1
GO:1900348	1	1	1	1
GO:1900349	1	1	1	1
GO:1900350	1	1	1	1
GO:1900351	1	1	1	1
GO:1900352	1	1	1	1
GO:1900353	1	1	1	1
GO:1900354	1	1	1	1
GO:1900355	1	1	1	1
GO:1900356	1	1	1	1
GO:1900357	1	1	1	1
GO:1900358	1	1	1	1
GO:1900359	1	1	1	1
GO:1900360	1	1	1	1
GO:1900361	1	1	1	1
GO:1900362	1	1	1	1
GO:1900363	1	1	1	1
GO:1900364	1	1	1	1
GO:1900365	1	1	1	1
GO:1900366	1	1	1	1
GO:1900367	1	1	1	1
GO:1900368	1	1	1	1
GO:1900369	1	1	1	1
GO:1900370	1	1	1	1
GO:1900371	1	1	1	1
GO:1900372	1	1	1	1
GO:1900373	1	1	1	1
GO:1900374	1	1	1	1
GO:1900375	1	1	1	1
GO:1900376	1	1	1	1
GO:1900377	1	1	1	1
GO:1900378	1	1	1	1
GO:1900379	1	1	1	1
GO:1900380	1	1	1	1
GO:1900381	1	1	1	1
GO:1900382	1	1	1	1
GO:1900383	1	1	1	1
GO:1900384	1	1	1	1
GO:1900385	1	1	1	1
